SMILES,DrugClass
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCCBr)c2ccccc12,Cannabinoids
O=C(C1=NN(CCCCCBr)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
BrCCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)OC)C(C)C,Cannabinoids
O=C(C1=CN(CCCCCBr)C2=C1C=CC=C2)C3C(C)(C)C3(C)C,Cannabinoids
O=C(C1=NN(CCCCCCl)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(C1=NN(CCCCCCl)C2=C1C=CC=C2)NC(C(N)=O)C(C)C,Cannabinoids
ClC1=CC=C2NC=C(CCN(C)C)C2=C1,Indolalkylamines
ClCCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
O=C(C1=CN(CCCCCCl)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(c1cccc2ccccc12)c1nn(CCCCCCl)c2ccccc12,Cannabinoids
ClC=1C=C2C(=CNC2=CC1)CCN,Indolalkylamines
ClC=1C=C2C(=CNC2=CC1)CC(C)N,Indolalkylamines
CC(NC)C(C1=CC=C(Cl)S1)=O,Unknown
CC(C)(C)C(NC(C1=NN(CCCCCCl)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
CCCC(N1CCCC1)C(C2=CC=C(OCC3)C3=C2)=O,Cathinones
O1C=CC2=C1C=CC(=C2)CC(C)NCC,Arylalkylamines
FCCCCCN1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)OCC)C(C)(C)C,Cannabinoids
C(N)(=O)C(C(C)C)NC(=O)C=1N(N=C(C1)C1=CC=C(C=C1)F)CCCCCF,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)C(=O)C2=CN(C3=CC=CC=C23)CCCCCF,Cannabinoids
O=C(C1=CN(CCCCCF)C2=NC=CC=C21)NC(C(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CCCCCF)C(C2=CC=C(F)C=C2)=C1)NC(C(C)C)C(N)=O,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)N[C@H](C(N)=O)C(C)C,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)N[C@@H](C(C)C)C(N)=O,Cannabinoids
CC(C)(C)[C@H](C(OC)=O)NC(C1=NN(CCCCCF)C2=C1C=CC=C2)=O,Cannabinoids
COC(=O)C(NC(=O)c1nn(CCCCCO)c2ccccc12)C(C)(C)C,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC(C(N)=O)C(C)(C)C,Cannabinoids
FCCCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OCC)C(C)C,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,Cannabinoids
CC(C)[C@@H](C(OC)=O)NC(C1=NN(CCCCCF)C2=C1C=CC=C2)=O,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=NC=CC=C32)CCCCCF,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)OC34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(N)[C@H](CC1=CC=CC=C1)NC(C2=CN(CCCCCF)C3=C2C=CC=C3)=O,Cannabinoids
FCCCCCN1C(\C(\C2=CC=CC=C12)=N/NC(C1=CC=CC=C1)=O)=O,Cannabinoids
O=C(C1=CN(CCCCCF)C2=NC=CC=C12)NC(C)(C3=CC=CC=C3)C,Cannabinoids
FCCCCCN1C2=C(C=3C=CC=CC13)C(N(C=C2)C(C)(C)C2=CC=CC=C2)=O,Cannabinoids
CC(C)(C1=CC=CC=C1)NC(=O)C2=CN(C3=CC=CC=C32)CCCCCF,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)NC(C)(C3=CC=CC=C3)C,Cannabinoids
FCCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)OCC)C(C)(C)C,Cannabinoids
FCCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)OCC)C(C)C,Cannabinoids
O=C(Oc1cccc2cccnc12)c1cn(CCCCCF)c2ncccc12,Cannabinoids
O=C(O)c1nn(CCCCCF)c2ccccc12,Cannabinoids
O=C(C1=NN(CCCC(O)CF)C2=C1C=CC=C2)NC(C(C)C)C(N)=O,Cannabinoids
FCCCCCN1N=C2C=CC=CC2=C1C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
FCCCCCN1N=C2C=CC=CC2=C1C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=CN(C2=NC=CC=C21)CCCCCF)=O,Cannabinoids
CC(C)(C)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(N)=O,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)N[C@@H]([C@@H](C)CC)C(N)=O,Cannabinoids
CC(C)[C@H](NC(C1=NN(CCCCCO)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
COC(=O)C(NC(=O)c1nn(CCCCC(=O)O)c2ccccc12)C(C)C,Cannabinoids
CC(C)[C@@H](C(O)=O)NC(C1=NN(CCCCCO)C2=C1C=CC=C2)=O,Cannabinoids
C(=O)(O)CCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@@H](C(C)C)C(=O)O,Cannabinoids
CC(C)[C@@H](C(O)=O)NC(C1=NN(CCCCCF)C2=C1C=CC=C2)=O,Cannabinoids
FC=1C=C2C(=CNC2=CC1)CC(N)C,Indolalkylamines
O=C(c1cn(CCCCCF)c2ccccc12)N1CCN(Cc2ccccc2)CC1,Cannabinoids
C1(=CC=CC=C1)C(C)(C)NC(=O)C1=CN(C2=NC=CC=C21)CCCCC(=O)O,Cannabinoids
OCCCCCN1C2=C(C=3C=CC=CC13)C(N(C=C2)C(C)(C2=CC=CC=C2)C)=O,Cannabinoids
O=C1N(C=CC=2N(C=3C=CC=CC3C21)CCCCC(=O)O)C(C)(C)C2=CC=CC=C2,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NCC3CC3,Cannabinoids
OCCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@@H](C(C)C)C(=O)OCC,Cannabinoids
CCC(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccccc1,Cannabinoids
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ncccc12)C(C)(C)C,Cannabinoids
CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ncccc12)C(=O)O,Cannabinoids
COC(=O)C(NC(=O)c1cn(CCCCCO)c2ccccc12)C(C)(C)C,Cannabinoids
CC(C)(C)C(NC(=O)c1cn(CCCC(O)CF)c2ccccc12)C(=O)O,Cannabinoids
FCCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
COC(=O)C(NC(=O)c1cn(CCC(=O)O)c2ccccc12)C(C)(C)C,Cannabinoids
COC(=O)C(NC(=O)c1cn(CCCCCF)c2cc(O)ccc12)C(C)(C)C,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)O,Cannabinoids
O=C(Nc1ccccc1)c1cn(CCCCCF)c2ccccc12,Cannabinoids
O=C(Oc1cccc2ccccc12)c1nn(CCCCCF)c2ccccc12,Cannabinoids
O=C(C1=C2C=CC=CC2=NN1CCCCCF)N[C@@H]([C@@H](C)CC)C(N)=O,Cannabinoids
CC(C)(C)C(NC(=O)c1cc(-c2ccc(F)cc2)nn1CCCCCF)C(N)=O,Cannabinoids
O=C(C1=NN(CCCC(O)CF)C2=C1C=CC=C2)NC3(C4)CC5CC4CC(C5)C3,Cannabinoids
FCCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@@H](C(C)C)C(=O)O,Cannabinoids
FCCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)CC1=CC=CC=C1,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)C3=CC=CN=C3,Cannabinoids
FCCCCCn1ccc2ccccc21,Cannabinoids
CC(C)(C)C(NC(=O)c1nn(CCCCCF)c2ccccc12)c1ccccc1,Cannabinoids
CC(C)(C)C(NC(C1=CN(CCCCCF)C2=CC=CN=C21)=O)C(OC)=O,Cannabinoids
CC(C)(C)[C@H](NC(C1=CN(CCCCCF)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
CC(C)(C)[C@@H](C(O)=O)NC(C1=NN(CCCCCF)C2=C1C=CC=C2)=O,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC3=CC=C4C=CC=CC4=C3,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=NC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)N3CCCC3,Cannabinoids
FCCCCCN1N=C(C(=O)N2CCCC2)C2=CC=CC=C12,Cannabinoids
FCCCCCN1C=C(C(NCC2=CC=CC=C2)=O)C3=C1C=CC=C3,Cannabinoids
O=C(NC1=C(N=CC=C2)C2=CC=C1)C3=NN(CCCCCF)C4=C3C=CC=C4,Cannabinoids
NC(C(=O)O)CC1=CNC2=CC=C(C=C12)O,Indolalkylamines
NCCC1=CNC2=CC=C(C=C12)O,Indolalkylamines
OCCCCCN1C(C(C2=CC=CC=C12)=NNC(C1=CC=CC=C1)=O)=O,Cannabinoids
CNCCC1=CNC2=CC=C(C=C12)O,Indolalkylamines
NC1CC2=C(C=C(I)C=C2)C1,Aminoindanes
CC(N)CC1=CC2=C(NC=C2)C=C1,Indolalkylamines
CC(NC)CC1=CC2=C(OC=C2)C=C1,Arylalkylamines
CC(NC)CC1=CC=C(OCC2)C2=C1,Arylalkylamines
CC(NC)CC1=CC2=C(CCC2)C=C1,Phenethylamines
CCC(NC)CC1=CC2=C(OC=C2)C=C1,Arylalkylamines
COC=1C=C2C(=CNC2=CC1)CC(C)NC,Indolalkylamines
COC1=CC2=C(NC=C2CC(C)N)C=C1,Indolalkylamines
C=CCN(CC=C)CCC1=CNC2=C1C=C(OC)C=C2,Indolalkylamines
CC(N(C(C)C)CCC1=COC2=C1C=C(OC)C=C2)C,Arylalkylamines
CC(N(C(C)C)CCC1=CNC2=C1C=C(OC)C=C2)C,Indolalkylamines
COC=1C=C2C(=CNC2=CC1)CCN(C)C,Indolalkylamines
COC=1C=C2C(=CNC2=CC1)CCN(CC=C)C,Indolalkylamines
CN(C(C)C)CCC1=CNC2=CC=C(OC)C=C12,Indolalkylamines
COC=1C=C2C(=CNC2=CC1)C[C@@H]1N(CCC1)C,Indolalkylamines
CC(NCCC1=CNC2=C1C=C(OC)C=C2)C,Indolalkylamines
COC=1C=C2C(=CNC2=CC1)CCNC,Indolalkylamines
COC1=CC2=C(NC=C2CCN3CCCC3)C=C1,Indolalkylamines
COC=1C=C2C(=C(NC2=CC1)C)CCN(C)C,Indolalkylamines
NCCC1=CNC2=C1C=C(OC)C=C2,Indolalkylamines
NC(CC)CC1=CNC2=CC=C(OC)C=C21,Indolalkylamines
COC1=CC2=C(NC=C2CCN(CC)CC)C=C1,Indolalkylamines
CCCN(CCC1=CNC2=C1C=C(OC)C=C2)CCC,Indolalkylamines
CC(N(CC)CCC1=CNC2=C1C=C(OC)C=C2)C,Indolalkylamines
CCCN(CC)CCC1=CNC2=C1C=C(OC)C=C2,Indolalkylamines
CN(CC)CCC1=CNC2=C1C=C(OC)C=C2,Indolalkylamines
C(C)N(C(C(=O)C1=CC2=C(OCO2)C(=C1)OC)CCCC)CC,Cathinones
CC(NC)C(C1=CC(OC)=C(OCO2)C2=C1)=O,Cathinones
C(CCC)N(CCCC)CCC1=CNC2=CC=C(C=C12)OC,Indolalkylamines
CCCC(N(CC)CC)C(C1=CC(OC)=C(OCO2)C2=C1)=O,Cathinones
C(C(C)C)N(CC(C)C)CCC1=CNC2=CC=C(C=C12)OC,Indolalkylamines
C(C)OC1=CC=C(C=C1)CC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C,Opioids
CC(N)CC1=CC(C)=C(OCO2)C2=C1,Phenethylamines
CCC(N1CCCC1)C(C2=CC3=C(CCC3)C=C2)=O,Cathinones
C(C)N(CCN1C(=NC2=C1C=CC(=C2)C(F)(F)F)CC2=CC=C(C=C2)OC(C)C)CC,Opioids
CC(N)CC1=CC2=C(C=C1)C=CN2,Arylalkylamines
[H][C@@]12OC3=C(OC)C=CC4=C3[C@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(C)=O,Opioids
CC(N)CC1=CC2=C(C=C1)C=CO2,Arylalkylamines
CC(N)CC1=CC2=C(C=C1)CCO2,Arylalkylamines
CC(NC)CC1=C(Br)C=C(OCO2)C2=C1,Phenethylamines
O1C=CC2=C1C=C(C=C2)CC(C)NCC,Arylalkylamines
CCN(CC)CCC1=CNC2=CC(F)=CC=C21,Indolalkylamines
O1C=CC2=C1C=C(C=C2)CC(C)NC,Phenethylamines
CC(N(CCC1=CNC2=C1C=CC(OC)=C2)C(C)C)C,Indolalkylamines
COC=1C=C2NC=C(CCN(C)C)C2=CC1,Indolalkylamines
C(C)N(C(C(=O)C1=CC2=C(OCO2)C=C1OC)CCC)CC,Cathinones
CC=1C(=CC2=C(OCO2)C1)CC(C)N,Phenethylamines
C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl,Benzodiazepines
NC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3,Benzodiazepines
NC(CC1=CC=CC=2C=COC21)C,Phenethylamines
NC(CC1=CC=CC=2CCOC21)C,Phenethylamines
FC=1C=CC=C2C(=CNC12)CCN,Indolalkylamines
O=C(OC)/C([C@@H](C[C@]12[H])[C@H](CC)CN1CC[C@@]3(O)C2=NC4=C3C(OC)=CC=C4)=C/OC,Plants & extracts
CC(N(CCC1=CNC2=C1C=CC=C2OC)C(C)C)C,Indolalkylamines
CCCCn1cc(C(=O)Cc2cccc3ccccc23)c2cccc(OC)c21,Cannabinoids
ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)N)C(=NN2)C,Benzodiazepines
FC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)N)C(=NN2)C,Benzodiazepines
ClC1=NC=2N(C(N(C(C2N1)=O)C)=O)C,Unknown
CCCCCC1=CC(=C2[C@@H]3CC(CC[C@H]3C(OC2=C1)(C)C)C)O,Cannabinoids
C(C)OC1=CC=C(C=C1)C(C)C1=NC2=C(N1CCN(CC)CC)C=CC(=C2)[N+](=O)[O-],Opioids
FC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1,Unknown
FC(C1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1)(F)F,Unknown
COC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1,Unknown
FC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1F,Unknown
ClC=1C=C(C=CC1Cl)S(=O)(=O)NCC1(CCCCC1)N(C)C,Unknown
BrC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1,Unknown
ClC1=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC=N1,Unknown
C1(=CC=CC2=CC=CC=C12)C(=O)NCC1(CCCCC1)N(C)C,Unknown
C(C1=CN=CC=C1)(=O)NCC1(CCCCC1)N(C)C,Unknown
C(C1=CC=NC=C1)(=O)NCC1(CCCCC1)N(C)C,Unknown
C12(CC3CC(CC(C1)C3)C2)C(=O)NCC2(CCCCC2)N(C)C,Unknown
FC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1,Unknown
C(C)N1N=NN(C1=O)CCN1CCC(CC1)(C1=CC=CC=C1)N(C(CC)=O)C1=C(C=CC=C1)F,Opioids
O=C(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,Cannabinoids
C=C(C)C(C)(C)CC(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)=O,Cannabinoids
CC1(C)C(C(=O)C2=CN(CC3CCOCC3)C3=CC=CC=C23)C1(C)C,Cannabinoids
C=C(C)C(C)(C)CC(C1=CN(CC2CCOCC2)C3=C1C=CC=C3)=O,Cannabinoids
O=C(C1C(C)(C)C1(C)C)/N=C2SC(C)=C(C)N\2CCOC,Cannabinoids
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)C34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(C1=CN(CC2N(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,Cannabinoids
O=C(C1=CN(C2N(C)CCCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,Cannabinoids
O=C(C1=CN(C2CN(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,Cannabinoids
CC(C)C(NC(=O)c1cn(Cc2ccc(F)cc2)c2ncccc12)C(N)=O,Cannabinoids
O=C(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
CC(C)[C@@H](C(N)=O)NC(C1=CC(C2=CC=C(F)C=C2)=NN1CC3CCCCC3)=O,Cannabinoids
O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CC2CC(O)CCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)O,Cannabinoids
O=C(N[C@H](C(N)=O)C(C)C)C1=C2C(C=CC=C2)=NN1CC3CCCCC3,Cannabinoids
O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O,Cannabinoids
CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)=O,Cannabinoids
O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)O,Cannabinoids
O=C(O)C(C)C(NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O)C(N)=O,Cannabinoids
CC(C(=O)O)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(=O)O,Cannabinoids
O=C(N[C@H](C(N)=O)C(C)C)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C31,Cannabinoids
O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC(C(C)C)C(N)=O,Cannabinoids
O=C(O)C(C)C(NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O)C(N)=O,Cannabinoids
O=C(O)c1nn(Cc2ccc(F)cc2)c2ccccc12,Cannabinoids
O=C(C1=NN(CC2=CC=CC=C2F)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,Cannabinoids
NC([C@H](C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CC1=CC(=CC=C1)F)=O,Cannabinoids
NC(C(CC)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C)=O,Cannabinoids
NC(=O)[C@H](C(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCC,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@H](C(N)=O)C(C)C,Cannabinoids
NC(C(C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCO)=O,Cannabinoids
O=C(O)C1=NN(CCCCC)C2=C1C=CC=C2,Cannabinoids
CC([C@@H](C(=O)O)NC(=O)C1=NN(C2=CC=CC=C12)CCCCC)C,Cannabinoids
O=C(C1=NN(CC(F)CCC)C2=C1C=CC=C2)NC(C(C)C)C(N)=O,Cannabinoids
CC(O)CCCn1nc(C(=O)NC(C(N)=O)C(C)C)c2ccccc21,Cannabinoids
O=C(O)CCCCN1N=C(C(NC(C(N)=O)C(C)C)=O)C2=C1C=CC=C2,Cannabinoids
CN1C(N(C=2N=CN(C2C1=O)CC(=O)O)C)=O,Unknown
O=C1C(N(C)N=C2CCC)=C2N=C(C3=CC(C(CN4CCN(CC)CC4)=O)=CC=C3OCC)N1,Piperazine derivates
CC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
CC(N(C1=CC=CC=C1)C2CCNCC2)=O,Opioids
CC(NC(C)CC1=CC=CC=C1)=O,Phenethylamines
CC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
C(C)(=O)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C1=CC=CC=C1,Opioids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CC2CCCCC2,Cannabinoids
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,Plants & extracts
C=CC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,Opioids
O=C(C1=NN(CC2CCOCC2)C3=C1C=CC=C3)NC45CC6CC(C5)CC(C6)C4,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=C(C=C12)Br)CCCC=C)=O,Cannabinoids
C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C,Cannabinoids
BrC=1C=C2C(=NN(C2=CC1)CCCC)C(=O)NC(C(C)(C)C)C(N)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=C(C=C12)Br)CCCCCCCCCC)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NNC2=CC=C(C=C12)Br)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=C(C=C12)F)CCCC)=O,Cannabinoids
CC(C)(C)C(NC(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O)C(N)=O,Cannabinoids
O=C(C1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,Cannabinoids
C(CCC)N1N=C(C2=CC=CC=C12)CC(=O)N[C@H](C(=O)N)C(C)(C)C,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCO)=O,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(=O)O)=O,Cannabinoids
C(CCC)N1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)C(C)(C)C,Cannabinoids
O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,Cannabinoids
O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)NC4C(OCC4(C)C)=O,Cannabinoids
O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)NC(C(C)(C)CO)C(N)=O,Cannabinoids
C1(CCCCC1)CN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
CC(C)(C)[C@H](NC(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)=O)C(O)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C2C1)CC1=CC=C(C=C1)F)=O,Cannabinoids
FC1=CC=C(C=C1)CN1C=C(C2=CC=CC=C12)CC(=O)NC(C(=O)N)C(C)(C)C,Cannabinoids
FC1=CC(=C(CN2C=C(C3=CC=CC=C23)CC(=O)NC(C(=O)N)C(C)(C)C)C=C1)O,Cannabinoids
FC1=CC(=C(CN2C=C(C3=CC=C(C=C23)O)CC(=O)NC(C(=O)N)C(C)(C)C)C=C1)O,Cannabinoids
O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,Cannabinoids
O=C(NC(C(N)=O)C(C)(C)C)C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3,Cannabinoids
C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCC,Cannabinoids
C(CCCCC)N1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCCO)=O,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCC(=O)O)=O,Cannabinoids
N1C=C(C2=CC=CC=C12)CC(=O)NC(C(=O)N)C(C)(C)C,Cannabinoids
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC(C(C)(C)C)C(N)=O,Cannabinoids
CC(O)CCCn1cc(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCCO)=O,Cannabinoids
O=C(O)CCCCN1C=C(C(NC(C(C)(C)C)C(N)=O)=O)C2=C1C=CC=C2,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NNC2=CC=CC=C12)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=C(C=C12)Br)CCCCC)=O,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=CN(C2=NC=CC=C21)CCCCC)=O,Cannabinoids
C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCC1=CC=CC=C1,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC(C(C)(C)C)C(N)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCO)=O,Cannabinoids
CC(O)CCCn1nc(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,Cannabinoids
CC(C)(C)C(NC(=O)c1nn(CCCCC(=O)O)c2ccccc12)C(N)=O,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC(C(C)C)(C)C(N)=O,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@@H]([C@@H](C)CC)C(N)=O,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@@H](CCCC)C(N)=O,Cannabinoids
CN(C)CC1=NN=C2N1C3=CC=C(Cl)C=C3C(C4=CC=CC=C4)=NC2,Benzodiazepines
ONC(=O)CS(=O)C(c1ccccc1)c1ccccc1,Unknown
C(CCCC)N1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)N)CCC,Cannabinoids
